file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/json/ObjectMapperConfig.java,io.example.configuration.json.ObjectMapperConfig,class,8,8,0,8,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,2,0,0,0,0,12,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/model/User.java,io.example.domain.model.User,class,11,18,7,11,5,2,0,0,4,0.87500006,0.3,0.3,5,0,5,0,0,0,5,0,0,0,8,0,0,8,0,0,0,0,0,25,3,0,0,0,0,1,0,4,0,8,0,0,0,0,28,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestBookSearchApi.java,io.example.api.TestBookSearchApi$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/service/UserService.java,io.example.service.UserService,class,22,27,5,22,11,1,0,30,0,0.5,1.0,1.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,4,0,2,54,9,0,0,0,0,5,0,9,0,10,1,0,0,1,46,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/service/AuthorService.java,io.example.service.AuthorService,class,16,19,3,16,7,1,0,13,0,0.35714287,1.0,1.0,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,4,0,0,36,7,0,0,0,0,0,0,6,0,8,0,0,0,0,25,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/AuthorRepo.java,io.example.repository.AuthorRepoCustom,interface,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/model/Book.java,io.example.domain.model.Book,class,10,17,7,10,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,17,0,0,0,0,0,1,0,2,0,15,0,0,0,0,26,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/service/BookService.java,io.example.service.BookService,class,18,22,4,18,9,1,0,20,0,0.4375,1.0,1.0,8,0,7,1,0,0,7,0,0,0,4,0,0,4,0,0,4,0,0,46,7,0,0,0,0,0,0,9,0,12,1,0,0,1,28,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestAuthApi.java,io.example.api.TestAuthApi,class,12,12,0,12,5,1,0,27,0,0.2,1.0,1.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,4,0,12,34,0,0,0,0,0,19,0,14,0,14,0,0,0,0,55,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/SecurityConfig.java,io.example.configuration.SecurityConfig,class,28,28,0,28,8,2,0,35,26,0.85,0.035714287,0.035714287,8,0,6,0,2,0,8,0,0,0,5,0,0,5,0,0,1,0,2,48,6,0,0,0,0,19,0,9,0,13,0,0,0,3,77,1,0
